Date,SKU,Warehouse,OnHand,Receipts,Shipments,Demand
2025-06-28,S009,MTL-DC3,327,0,5,3
2025-06-29,S009,MTL-DC3,321,0,6,4
2025-05-01,S010,MTL-DC3,102,0,6,4
2025-05-02,S010,MTL-DC3,99,0,3,2
2025-05-03,S010,MTL-DC3,90,0,9,9
2025-05-04,S010,MTL-DC3,85,0,5,3
2025-05-05,S010,MTL-DC3,79,0,6,4
2025-05-06,S010,MTL-DC3,75,0,4,3
2025-05-07,S010,MTL-DC3,68,0,7,5
2025-05-08,S010,MTL-DC3,63,0,5,3
2025-05-09,S010,MTL-DC3,156,105,12,10
2025-05-10,S010,MTL-DC3,148,0,8,7
2025-05-11,S010,MTL-DC3,145,0,3,3
2025-05-12,S010,MTL-DC3,139,0,6,6
2025-05-13,S010,MTL-DC3,131,0,8,6
2025-05-14,S010,MTL-DC3,123,0,8,8
2025-05-15,S010,MTL-DC3,114,0,9,8
2025-05-16,S010,MTL-DC3,110,0,4,2
2025-05-17,S010,MTL-DC3,100,0,10,10
2025-05-18,S010,MTL-DC3,132,38,6,4
2025-05-19,S010,MTL-DC3,128,0,4,4
2025-05-20,S010,MTL-DC3,120,0,8,6
2025-05-21,S010,MTL-DC3,115,0,5,4
2025-05-22,S010,MTL-DC3,111,0,4,2
2025-05-23,S010,MTL-DC3,103,0,8,8
2025-05-24,S010,MTL-DC3,91,0,12,12
2025-05-25,S010,MTL-DC3,84,0,7,7
2025-05-26,S010,MTL-DC3,79,0,5,5
2025-05-27,S010,MTL-DC3,77,0,2,2
2025-05-28,S010,MTL-DC3,74,0,3,1
2025-05-29,S010,MTL-DC3,169,103,8,8
2025-05-30,S010,MTL-DC3,163,0,6,5
2025-05-31,S010,MTL-DC3,161,0,2,2
2025-06-01,S010,MTL-DC3,154,0,7,5
2025-06-02,S010,MTL-DC3,146,0,8,8
2025-06-03,S010,MTL-DC3,138,0,8,7
2025-06-04,S010,MTL-DC3,127,0,11,10
2025-06-05,S010,MTL-DC3,118,0,9,8
2025-06-06,S010,MTL-DC3,110,0,8,7
2025-06-07,S010,MTL-DC3,101,0,9,7
2025-06-08,S010,MTL-DC3,151,60,10,8
2025-06-09,S010,MTL-DC3,141,0,10,9
2025-06-10,S010,MTL-DC3,139,0,2,2
2025-06-11,S010,MTL-DC3,130,0,9,7
2025-06-12,S010,MTL-DC3,122,0,8,8
2025-06-13,S010,MTL-DC3,119,0,3,3
2025-06-14,S010,MTL-DC3,110,0,9,7
2025-06-15,S010,MTL-DC3,107,0,3,2
2025-06-16,S010,MTL-DC3,96,0,11,11
2025-06-17,S010,MTL-DC3,91,0,5,3
2025-06-18,S010,MTL-DC3,109,25,7,5
2025-06-19,S010,MTL-DC3,106,0,3,3
2025-06-20,S010,MTL-DC3,99,0,7,6
2025-06-21,S010,MTL-DC3,86,0,13,11
2025-06-22,S010,MTL-DC3,78,0,8,6
2025-06-23,S010,MTL-DC3,72,0,6,5
2025-06-24,S010,MTL-DC3,66,0,6,6
2025-06-25,S010,MTL-DC3,58,0,8,7
2025-06-26,S010,MTL-DC3,51,0,7,5
2025-06-27,S010,MTL-DC3,140,95,6,4
2025-06-28,S010,MTL-DC3,132,0,8,8
2025-06-29,S010,MTL-DC3,124,0,8,7
2025-05-01,S011,MTL-DC3,118,0,11,9
2025-05-02,S011,MTL-DC3,113,0,5,3
2025-05-03,S011,MTL-DC3,104,0,9,9
2025-05-04,S011,MTL-DC3,91,0,13,12
2025-05-05,S011,MTL-DC3,83,0,8,6
2025-05-06,S011,MTL-DC3,75,0,8,8
2025-05-07,S011,MTL-DC3,167,103,11,9
2025-05-08,S011,MTL-DC3,159,0,8,7
2025-05-09,S011,MTL-DC3,156,0,3,3
2025-05-10,S011,MTL-DC3,152,0,4,4
2025-05-11,S011,MTL-DC3,150,0,2,2
2025-05-12,S011,MTL-DC3,144,0,6,4
2025-05-13,S011,MTL-DC3,231,93,6,5
2025-05-14,S011,MTL-DC3,226,0,5,5
2025-05-15,S011,MTL-DC3,221,0,5,3
2025-05-16,S011,MTL-DC3,214,0,7,5
2025-05-17,S011,MTL-DC3,208,0,6,4
2025-05-18,S011,MTL-DC3,204,0,4,3
2025-05-19,S011,MTL-DC3,199,0,5,4
2025-05-20,S011,MTL-DC3,192,0,7,5
2025-05-21,S011,MTL-DC3,302,118,8,7
2025-05-22,S011,MTL-DC3,289,0,13,11
2025-05-23,S011,MTL-DC3,282,0,7,7
2025-05-24,S011,MTL-DC3,276,0,6,4
2025-05-25,S011,MTL-DC3,266,0,10,8
2025-05-26,S011,MTL-DC3,383,118,1,1
2025-05-27,S011,MTL-DC3,376,0,7,7
2025-05-28,S011,MTL-DC3,367,0,9,9
2025-05-29,S011,MTL-DC3,356,0,11,9
2025-05-30,S011,MTL-DC3,347,0,9,9
2025-05-31,S011,MTL-DC3,340,0,7,6
2025-06-01,S011,MTL-DC3,388,57,9,8
2025-06-02,S011,MTL-DC3,383,0,5,5
2025-06-03,S011,MTL-DC3,380,0,3,1
2025-06-04,S011,MTL-DC3,373,0,7,7
2025-06-05,S011,MTL-DC3,373,0,0,0
2025-06-06,S011,MTL-DC3,368,0,5,4
2025-06-07,S011,MTL-DC3,367,2,3,3
2025-06-08,S011,MTL-DC3,360,0,7,5
2025-06-09,S011,MTL-DC3,351,0,9,7
2025-06-10,S011,MTL-DC3,340,0,11,10
2025-06-11,S011,MTL-DC3,330,0,10,9
2025-06-12,S011,MTL-DC3,319,0,11,9
2025-06-13,S011,MTL-DC3,310,0,9,7
2025-06-14,S011,MTL-DC3,302,0,8,8
2025-06-15,S011,MTL-DC3,299,0,3,3
2025-06-16,S011,MTL-DC3,292,0,7,7
2025-06-17,S011,MTL-DC3,351,63,4,2
2025-06-18,S011,MTL-DC3,344,0,7,6
2025-06-19,S011,MTL-DC3,340,0,4,3
2025-06-20,S011,MTL-DC3,336,0,4,3
2025-06-21,S011,MTL-DC3,333,0,3,3
2025-06-22,S011,MTL-DC3,414,87,6,4
2025-06-23,S011,MTL-DC3,411,0,3,2
2025-06-24,S011,MTL-DC3,402,0,9,9
2025-06-25,S011,MTL-DC3,402,0,0,0
2025-06-26,S011,MTL-DC3,398,0,4,3
2025-06-27,S011,MTL-DC3,393,0,5,5
2025-06-28,S011,MTL-DC3,385,0,8,7
2025-06-29,S011,MTL-DC3,382,0,3,1
2025-05-01,S012,MTL-DC3,90,0,4,3
2025-05-02,S012,MTL-DC3,84,0,6,6
2025-05-03,S012,MTL-DC3,76,0,8,6
2025-05-04,S012,MTL-DC3,68,0,8,6
2025-05-05,S012,MTL-DC3,65,0,3,2
2025-05-06,S012,MTL-DC3,56,0,9,9
2025-05-07,S012,MTL-DC3,47,0,9,7
2025-05-08,S012,MTL-DC3,123,81,5,4
2025-05-09,S012,MTL-DC3,116,0,7,7
2025-05-10,S012,MTL-DC3,109,0,7,6
2025-05-11,S012,MTL-DC3,106,0,3,2
2025-05-12,S012,MTL-DC3,97,0,9,8
2025-05-13,S012,MTL-DC3,88,0,9,8
2025-05-14,S012,MTL-DC3,76,0,12,10
2025-05-15,S012,MTL-DC3,67,0,9,7
2025-05-16,S012,MTL-DC3,180,115,2,2
2025-05-17,S012,MTL-DC3,168,0,12,11
2025-05-18,S012,MTL-DC3,166,0,2,2
2025-05-19,S012,MTL-DC3,164,0,2,2
2025-05-20,S012,MTL-DC3,156,0,8,8
2025-05-21,S012,MTL-DC3,147,0,9,7
2025-05-22,S012,MTL-DC3,143,0,4,2
2025-05-23,S012,MTL-DC3,236,99,6,5
2025-05-24,S012,MTL-DC3,228,0,8,7
2025-05-25,S012,MTL-DC3,223,0,5,5
2025-05-26,S012,MTL-DC3,214,0,9,7
2025-05-27,S012,MTL-DC3,210,0,4,2
2025-05-28,S012,MTL-DC3,200,0,10,9
2025-05-29,S012,MTL-DC3,192,0,8,7
2025-05-30,S012,MTL-DC3,221,39,10,10
2025-05-31,S012,MTL-DC3,217,0,4,4
2025-06-01,S012,MTL-DC3,211,0,6,6
2025-06-02,S012,MTL-DC3,209,0,2,2
2025-06-03,S012,MTL-DC3,200,0,9,9
2025-06-04,S012,MTL-DC3,194,0,6,5
2025-06-05,S012,MTL-DC3,189,0,5,4
2025-06-06,S012,MTL-DC3,182,0,7,7
2025-06-07,S012,MTL-DC3,180,0,2,0
2025-06-08,S012,MTL-DC3,166,0,14,14
2025-06-09,S012,MTL-DC3,228,69,7,7
2025-06-10,S012,MTL-DC3,220,0,8,6
2025-06-11,S012,MTL-DC3,215,0,5,3
2025-06-12,S012,MTL-DC3,205,0,10,9
2025-06-13,S012,MTL-DC3,196,0,9,7
2025-06-14,S012,MTL-DC3,319,129,6,4
2025-06-15,S012,MTL-DC3,315,0,4,2
2025-06-16,S012,MTL-DC3,310,0,5,5
2025-06-17,S012,MTL-DC3,304,0,6,6
2025-06-18,S012,MTL-DC3,297,0,7,6
2025-06-19,S012,MTL-DC3,292,0,5,5
2025-06-20,S012,MTL-DC3,287,0,5,3
2025-06-21,S012,MTL-DC3,281,0,6,5
2025-06-22,S012,MTL-DC3,277,0,4,4
2025-06-23,S012,MTL-DC3,272,0,5,5
2025-06-24,S012,MTL-DC3,374,112,10,9
2025-06-25,S012,MTL-DC3,368,0,6,5
2025-06-26,S012,MTL-DC3,363,0,5,5
2025-06-27,S012,MTL-DC3,362,0,1,0
2025-06-28,S012,MTL-DC3,354,0,8,8
2025-06-29,S012,MTL-DC3,421,77,10,8
2025-05-01,S013,MTL-DC3,153,0,3,2
2025-05-02,S013,MTL-DC3,146,0,7,5
2025-05-03,S013,MTL-DC3,143,0,3,3
2025-05-04,S013,MTL-DC3,135,0,8,7
2025-05-05,S013,MTL-DC3,131,0,4,4
2025-05-06,S013,MTL-DC3,118,0,13,13
2025-05-07,S013,MTL-DC3,113,0,5,5
2025-05-08,S013,MTL-DC3,109,0,4,3
2025-05-09,S013,MTL-DC3,104,0,5,5
2025-05-10,S013,MTL-DC3,95,0,9,9
2025-05-11,S013,MTL-DC3,157,69,7,5
2025-05-12,S013,MTL-DC3,146,0,11,9
2025-05-13,S013,MTL-DC3,135,0,11,9
2025-05-14,S013,MTL-DC3,130,0,5,5
2025-05-15,S013,MTL-DC3,124,0,6,5
2025-05-16,S013,MTL-DC3,119,0,5,5
2025-05-17,S013,MTL-DC3,110,0,9,9
2025-05-18,S013,MTL-DC3,105,0,5,5
2025-05-19,S013,MTL-DC3,93,0,12,11
2025-05-20,S013,MTL-DC3,90,0,3,3
2025-05-21,S013,MTL-DC3,180,95,5,4
2025-05-22,S013,MTL-DC3,173,0,7,7
2025-05-23,S013,MTL-DC3,169,0,4,4
2025-05-24,S013,MTL-DC3,167,0,2,0
2025-05-25,S013,MTL-DC3,159,0,8,7
2025-05-26,S013,MTL-DC3,232,77,4,2
2025-05-27,S013,MTL-DC3,219,0,13,11
2025-05-28,S013,MTL-DC3,213,0,6,6
2025-05-29,S013,MTL-DC3,209,0,4,2
2025-05-30,S013,MTL-DC3,203,0,6,6
2025-05-31,S013,MTL-DC3,196,0,7,5
2025-06-01,S013,MTL-DC3,189,0,7,6
2025-06-02,S013,MTL-DC3,184,0,5,4
2025-06-03,S013,MTL-DC3,178,0,6,5
2025-06-04,S013,MTL-DC3,171,0,7,5
2025-06-05,S013,MTL-DC3,164,0,7,6
2025-06-06,S013,MTL-DC3,247,91,8,7
2025-06-07,S013,MTL-DC3,245,0,2,2
2025-06-08,S013,MTL-DC3,244,0,1,1
2025-06-09,S013,MTL-DC3,233,0,11,11
2025-06-10,S013,MTL-DC3,233,0,0,0
2025-06-11,S013,MTL-DC3,229,0,4,3
2025-06-12,S013,MTL-DC3,219,0,10,9
2025-06-13,S013,MTL-DC3,329,116,6,5
2025-06-14,S013,MTL-DC3,325,0,4,4
2025-06-15,S013,MTL-DC3,322,0,3,2
2025-06-16,S013,MTL-DC3,312,0,10,10
2025-06-17,S013,MTL-DC3,307,0,5,5
2025-06-18,S013,MTL-DC3,301,0,6,6
2025-06-19,S013,MTL-DC3,293,0,8,7
2025-06-20,S013,MTL-DC3,287,0,6,4
2025-06-21,S013,MTL-DC3,281,0,6,4
2025-06-22,S013,MTL-DC3,280,0,1,1
2025-06-23,S013,MTL-DC3,362,89,7,7
2025-06-24,S013,MTL-DC3,354,0,8,8
2025-06-25,S013,MTL-DC3,348,0,6,6
2025-06-26,S013,MTL-DC3,343,0,5,4
2025-06-27,S013,MTL-DC3,335,0,8,6
2025-06-28,S013,MTL-DC3,330,0,5,4
2025-06-29,S013,MTL-DC3,320,0,10,9
2025-05-01,S014,MTL-DC3,143,0,7,6
2025-05-02,S014,MTL-DC3,133,0,10,8
2025-05-03,S014,MTL-DC3,122,0,11,10
2025-05-04,S014,MTL-DC3,112,0,10,9
2025-05-05,S014,MTL-DC3,104,0,8,6
2025-05-06,S014,MTL-DC3,92,0,12,12
2025-05-07,S014,MTL-DC3,87,0,5,5
2025-05-08,S014,MTL-DC3,184,102,5,3
2025-05-09,S014,MTL-DC3,175,0,9,9
2025-05-10,S014,MTL-DC3,166,0,9,7
2025-05-11,S014,MTL-DC3,160,0,6,4
2025-05-12,S014,MTL-DC3,154,0,6,5
2025-05-13,S014,MTL-DC3,148,0,6,4
2025-05-14,S014,MTL-DC3,143,0,5,3
2025-05-15,S014,MTL-DC3,134,0,9,8
2025-05-16,S014,MTL-DC3,129,0,5,5
2025-05-17,S014,MTL-DC3,122,0,7,7
2025-05-18,S014,MTL-DC3,117,0,5,5
2025-05-19,S014,MTL-DC3,140,28,5,5
2025-05-20,S014,MTL-DC3,136,0,4,4
2025-05-21,S014,MTL-DC3,131,0,5,3
2025-05-22,S014,MTL-DC3,121,0,10,8
2025-05-23,S014,MTL-DC3,115,0,6,6
2025-05-24,S014,MTL-DC3,110,0,5,3
2025-05-25,S014,MTL-DC3,103,0,7,6
2025-05-26,S014,MTL-DC3,96,0,7,5
2025-05-27,S014,MTL-DC3,170,82,8,7
2025-05-28,S014,MTL-DC3,159,0,11,9
2025-05-29,S014,MTL-DC3,148,0,11,9
2025-05-30,S014,MTL-DC3,142,0,6,6
2025-05-31,S014,MTL-DC3,137,0,5,4
2025-06-01,S014,MTL-DC3,136,0,1,1
2025-06-02,S014,MTL-DC3,244,115,7,5
2025-06-03,S014,MTL-DC3,240,0,4,3
2025-06-04,S014,MTL-DC3,230,0,10,8
2025-06-05,S014,MTL-DC3,220,0,10,8
2025-06-06,S014,MTL-DC3,210,0,10,8
2025-06-07,S014,MTL-DC3,206,0,4,4
2025-06-08,S014,MTL-DC3,196,0,10,9
2025-06-09,S014,MTL-DC3,186,0,10,9
2025-06-10,S014,MTL-DC3,180,0,6,5
2025-06-11,S014,MTL-DC3,179,0,1,0
2025-06-12,S014,MTL-DC3,243,69,5,4
2025-06-13,S014,MTL-DC3,237,0,6,6
2025-06-14,S014,MTL-DC3,227,0,10,9
2025-06-15,S014,MTL-DC3,222,0,5,3
2025-06-16,S014,MTL-DC3,215,0,7,6
2025-06-17,S014,MTL-DC3,206,0,9,7
2025-06-18,S014,MTL-DC3,201,0,5,5
2025-06-19,S014,MTL-DC3,190,0,11,9
2025-06-20,S014,MTL-DC3,278,98,10,8
2025-06-21,S014,MTL-DC3,277,0,1,0
2025-06-22,S014,MTL-DC3,269,0,8,7
2025-06-23,S014,MTL-DC3,265,0,4,4
2025-06-24,S014,MTL-DC3,259,0,6,5
2025-06-25,S014,MTL-DC3,259,0,0,0
2025-06-26,S014,MTL-DC3,250,0,9,9
2025-06-27,S014,MTL-DC3,249,0,1,0
2025-06-28,S014,MTL-DC3,244,0,5,4
2025-06-29,S014,MTL-DC3,237,0,7,5
2025-05-01,S015,MTL-DC3,74,0,11,9
2025-05-02,S015,MTL-DC3,68,0,6,5
2025-05-03,S015,MTL-DC3,62,0,6,4
2025-05-04,S015,MTL-DC3,61,0,1,1
2025-05-05,S015,MTL-DC3,56,0,5,3
2025-05-06,S015,MTL-DC3,49,0,7,6
2025-05-07,S015,MTL-DC3,39,0,10,9
2025-05-08,S015,MTL-DC3,29,0,10,8
2025-05-09,S015,MTL-DC3,22,0,7,5
2025-05-10,S015,MTL-DC3,84,68,6,5
2025-05-11,S015,MTL-DC3,83,0,1,0
2025-05-12,S015,MTL-DC3,80,0,3,2
2025-05-13,S015,MTL-DC3,72,0,8,7
2025-05-14,S015,MTL-DC3,69,0,3,1
2025-05-15,S015,MTL-DC3,167,102,4,2
2025-05-16,S015,MTL-DC3,156,0,11,10
2025-05-17,S015,MTL-DC3,155,0,1,1
2025-05-18,S015,MTL-DC3,152,0,3,1
2025-05-19,S015,MTL-DC3,143,0,9,9
2025-05-20,S015,MTL-DC3,136,0,7,6
2025-05-21,S015,MTL-DC3,130,0,6,6
2025-05-22,S015,MTL-DC3,218,92,4,2
2025-05-23,S015,MTL-DC3,215,0,3,2
2025-05-24,S015,MTL-DC3,209,0,6,4
2025-05-25,S015,MTL-DC3,201,0,8,6
2025-05-26,S015,MTL-DC3,191,0,10,8
2025-05-27,S015,MTL-DC3,184,0,7,6
2025-05-28,S015,MTL-DC3,176,0,8,6
2025-05-29,S015,MTL-DC3,169,0,7,7
2025-05-30,S015,MTL-DC3,222,64,11,9
2025-05-31,S015,MTL-DC3,221,0,1,0
2025-06-01,S015,MTL-DC3,216,0,5,5
2025-06-02,S015,MTL-DC3,205,0,11,10
2025-06-03,S015,MTL-DC3,198,0,7,7
2025-06-04,S015,MTL-DC3,254,58,2,0
2025-06-05,S015,MTL-DC3,249,0,5,3
2025-06-06,S015,MTL-DC3,241,0,8,6
2025-06-07,S015,MTL-DC3,238,0,3,1
2025-06-08,S015,MTL-DC3,232,0,6,4
2025-06-09,S015,MTL-DC3,248,22,6,6
2025-06-10,S015,MTL-DC3,238,0,10,9
2025-06-11,S015,MTL-DC3,227,0,11,9
2025-06-12,S015,MTL-DC3,222,0,5,3
2025-06-13,S015,MTL-DC3,217,0,5,5
2025-06-14,S015,MTL-DC3,205,0,12,10
2025-06-15,S015,MTL-DC3,204,0,1,0
2025-06-16,S015,MTL-DC3,265,70,9,8
2025-06-17,S015,MTL-DC3,253,0,12,10
2025-06-18,S015,MTL-DC3,248,0,5,4
2025-06-19,S015,MTL-DC3,244,0,4,4
2025-06-20,S015,MTL-DC3,241,0,3,3
2025-06-21,S015,MTL-DC3,234,0,7,5
2025-06-22,S015,MTL-DC3,297,68,5,5
2025-06-23,S015,MTL-DC3,293,0,4,2
2025-06-24,S015,MTL-DC3,288,0,5,4
2025-06-25,S015,MTL-DC3,281,0,7,6
2025-06-26,S015,MTL-DC3,270,0,11,10
2025-06-27,S015,MTL-DC3,415,148,3,3
2025-06-28,S015,MTL-DC3,410,0,5,5
2025-06-29,S015,MTL-DC3,405,0,5,5
2025-05-01,S016,MTL-DC3,136,0,8,8
2025-05-02,S016,MTL-DC3,126,0,10,9
2025-05-03,S016,MTL-DC3,116,0,10,9
2025-05-04,S016,MTL-DC3,109,0,7,7
2025-05-05,S016,MTL-DC3,240,142,11,9
2025-05-06,S016,MTL-DC3,234,0,6,4
2025-05-07,S016,MTL-DC3,231,0,3,2
2025-05-08,S016,MTL-DC3,221,0,10,8
2025-05-09,S016,MTL-DC3,207,0,14,12
2025-05-10,S016,MTL-DC3,283,85,9,7
2025-05-11,S016,MTL-DC3,269,0,14,12
2025-05-12,S016,MTL-DC3,264,0,5,5
2025-05-13,S016,MTL-DC3,256,0,8,7
2025-05-14,S016,MTL-DC3,251,0,5,5
2025-05-15,S016,MTL-DC3,249,0,2,2
2025-05-16,S016,MTL-DC3,240,0,9,9
2025-05-17,S016,MTL-DC3,229,0,11,9
2025-05-18,S016,MTL-DC3,222,0,7,6
2025-05-19,S016,MTL-DC3,212,0,10,9
2025-05-20,S016,MTL-DC3,336,130,6,4
2025-05-21,S016,MTL-DC3,334,0,2,2
2025-05-22,S016,MTL-DC3,323,0,11,9
2025-05-23,S016,MTL-DC3,321,0,2,0
2025-05-24,S016,MTL-DC3,316,0,5,4
2025-05-25,S016,MTL-DC3,313,0,3,1
2025-05-26,S016,MTL-DC3,307,0,6,5
2025-05-27,S016,MTL-DC3,302,0,5,5
2025-05-28,S016,MTL-DC3,343,43,2,2
2025-05-29,S016,MTL-DC3,334,0,9,7
2025-05-30,S016,MTL-DC3,324,0,10,8
2025-05-31,S016,MTL-DC3,317,0,7,6
2025-06-01,S016,MTL-DC3,314,0,3,2
2025-06-02,S016,MTL-DC3,308,0,6,4
2025-06-03,S016,MTL-DC3,299,0,9,7
2025-06-04,S016,MTL-DC3,293,0,6,4
2025-06-05,S016,MTL-DC3,288,0,5,3
2025-06-06,S016,MTL-DC3,352,69,5,4
2025-06-07,S016,MTL-DC3,345,0,7,5
2025-06-08,S016,MTL-DC3,335,0,10,8
2025-06-09,S016,MTL-DC3,330,0,5,5
2025-06-10,S016,MTL-DC3,328,0,2,0
2025-06-11,S016,MTL-DC3,437,112,3,2
2025-06-12,S016,MTL-DC3,427,0,10,9
2025-06-13,S016,MTL-DC3,425,0,2,2
2025-06-14,S016,MTL-DC3,422,0,3,2
2025-06-15,S016,MTL-DC3,410,0,12,11
2025-06-16,S016,MTL-DC3,401,0,9,7
2025-06-17,S016,MTL-DC3,395,0,6,5
2025-06-18,S016,MTL-DC3,390,0,5,5
2025-06-19,S016,MTL-DC3,380,0,10,9
2025-06-20,S016,MTL-DC3,459,87,8,6
2025-06-21,S016,MTL-DC3,453,0,6,4
2025-06-22,S016,MTL-DC3,448,0,5,3
2025-06-23,S016,MTL-DC3,442,0,6,6
2025-06-24,S016,MTL-DC3,432,0,10,8
2025-06-25,S016,MTL-DC3,425,0,7,7
2025-06-26,S016,MTL-DC3,418,0,7,7
2025-06-27,S016,MTL-DC3,411,0,7,6
2025-06-28,S016,MTL-DC3,407,0,4,2
2025-06-29,S016,MTL-DC3,442,47,12,10
2025-05-01,S017,MTL-DC3,158,0,6,5
2025-05-02,S017,MTL-DC3,147,0,11,9
2025-05-03,S017,MTL-DC3,142,0,5,3
2025-05-04,S017,MTL-DC3,140,0,2,1
2025-05-05,S017,MTL-DC3,131,0,9,7
2025-05-06,S017,MTL-DC3,127,0,4,3
2025-05-07,S017,MTL-DC3,124,0,3,2
2025-05-08,S017,MTL-DC3,114,0,10,9
2025-05-09,S017,MTL-DC3,110,0,4,3
2025-05-10,S017,MTL-DC3,177,70,3,2
2025-05-11,S017,MTL-DC3,163,0,14,12
2025-05-12,S017,MTL-DC3,156,0,7,5
2025-05-13,S017,MTL-DC3,147,0,9,8
2025-05-14,S017,MTL-DC3,143,0,4,4
2025-05-15,S017,MTL-DC3,131,0,12,12
2025-05-16,S017,MTL-DC3,125,0,6,6
2025-05-17,S017,MTL-DC3,117,0,8,7
2025-05-18,S017,MTL-DC3,172,65,10,10
2025-05-19,S017,MTL-DC3,165,0,7,6
2025-05-20,S017,MTL-DC3,159,0,6,5
2025-05-21,S017,MTL-DC3,153,0,6,4
2025-05-22,S017,MTL-DC3,145,0,8,7
2025-05-23,S017,MTL-DC3,141,0,4,3
2025-05-24,S017,MTL-DC3,132,0,9,8
2025-05-25,S017,MTL-DC3,127,0,5,5
2025-05-26,S017,MTL-DC3,120,0,7,7
2025-05-27,S017,MTL-DC3,112,0,8,7
2025-05-28,S017,MTL-DC3,104,0,8,7
2025-05-29,S017,MTL-DC3,181,84,7,7
2025-05-30,S017,MTL-DC3,173,0,8,7
2025-05-31,S017,MTL-DC3,163,0,10,8
2025-06-01,S017,MTL-DC3,159,0,4,2
2025-06-02,S017,MTL-DC3,159,0,0,0
2025-06-03,S017,MTL-DC3,150,0,9,8
2025-06-04,S017,MTL-DC3,139,0,11,9
2025-06-05,S017,MTL-DC3,130,0,9,8
2025-06-06,S017,MTL-DC3,127,0,3,1
2025-06-07,S017,MTL-DC3,215,96,8,6
2025-06-08,S017,MTL-DC3,207,0,8,7
2025-06-09,S017,MTL-DC3,203,0,4,3
2025-06-10,S017,MTL-DC3,200,0,3,3
2025-06-11,S017,MTL-DC3,186,0,14,12
2025-06-12,S017,MTL-DC3,177,0,9,8
2025-06-13,S017,MTL-DC3,170,0,7,5
2025-06-14,S017,MTL-DC3,164,0,6,5
2025-06-15,S017,MTL-DC3,160,0,4,4
2025-06-16,S017,MTL-DC3,222,68,6,5
2025-06-17,S017,MTL-DC3,219,0,3,3
2025-06-18,S017,MTL-DC3,212,0,7,6
2025-06-19,S017,MTL-DC3,207,0,5,5
2025-06-20,S017,MTL-DC3,203,0,4,3
2025-06-21,S017,MTL-DC3,199,0,4,4
2025-06-22,S017,MTL-DC3,192,0,7,6
2025-06-23,S017,MTL-DC3,188,0,4,2
2025-06-24,S017,MTL-DC3,174,0,14,12
2025-06-25,S017,MTL-DC3,166,0,8,7
2025-06-26,S017,MTL-DC3,162,0,4,3
2025-06-27,S017,MTL-DC3,225,70,7,5
2025-06-28,S017,MTL-DC3,218,0,7,5
2025-06-29,S017,MTL-DC3,210,0,8,6
2025-05-01,S018,MTL-DC3,145,0,5,3
2025-05-02,S018,MTL-DC3,141,0,4,4
2025-05-03,S018,MTL-DC3,133,0,8,7
2025-05-04,S018,MTL-DC3,124,0,9,8
2025-05-05,S018,MTL-DC3,117,0,7,5
2025-05-06,S018,MTL-DC3,146,36,7,5
2025-05-07,S018,MTL-DC3,140,0,6,4
2025-05-08,S018,MTL-DC3,134,0,6,4
2025-05-09,S018,MTL-DC3,127,0,7,6
2025-05-10,S018,MTL-DC3,124,0,3,3
2025-05-11,S018,MTL-DC3,112,0,12,10
2025-05-12,S018,MTL-DC3,106,0,6,5
2025-05-13,S018,MTL-DC3,103,0,3,2
2025-05-14,S018,MTL-DC3,98,0,5,5
2025-05-15,S018,MTL-DC3,93,0,5,3
2025-05-16,S018,MTL-DC3,182,101,12,10
2025-05-17,S018,MTL-DC3,179,0,3,1
2025-05-18,S018,MTL-DC3,170,0,9,7
2025-05-19,S018,MTL-DC3,162,0,8,8
2025-05-20,S018,MTL-DC3,152,0,10,9
2025-05-21,S018,MTL-DC3,142,0,10,8
2025-05-22,S018,MTL-DC3,135,0,7,6
2025-05-23,S018,MTL-DC3,128,0,7,5
2025-05-24,S018,MTL-DC3,125,0,3,3
2025-05-25,S018,MTL-DC3,183,66,8,6
2025-05-26,S018,MTL-DC3,175,0,8,8
2025-05-27,S018,MTL-DC3,164,0,11,9
2025-05-28,S018,MTL-DC3,152,0,12,12
2025-05-29,S018,MTL-DC3,145,0,7,6
2025-05-30,S018,MTL-DC3,142,0,3,1
2025-05-31,S018,MTL-DC3,136,0,6,4
2025-06-01,S018,MTL-DC3,129,0,7,6
2025-06-02,S018,MTL-DC3,123,0,6,6
2025-06-03,S018,MTL-DC3,121,0,2,1
2025-06-04,S018,MTL-DC3,223,107,5,5
2025-06-05,S018,MTL-DC3,211,0,12,10
2025-06-06,S018,MTL-DC3,209,0,2,2
2025-06-07,S018,MTL-DC3,197,0,12,11
2025-06-08,S018,MTL-DC3,190,0,7,7
2025-06-09,S018,MTL-DC3,183,0,7,5
2025-06-10,S018,MTL-DC3,180,0,3,3
2025-06-11,S018,MTL-DC3,174,0,6,6
2025-06-12,S018,MTL-DC3,168,0,6,6
2025-06-13,S018,MTL-DC3,162,0,6,6
2025-06-14,S018,MTL-DC3,158,0,4,4
2025-06-15,S018,MTL-DC3,281,134,11,9
2025-06-16,S018,MTL-DC3,272,0,9,7
2025-06-17,S018,MTL-DC3,267,0,5,5
2025-06-18,S018,MTL-DC3,258,0,9,7
2025-06-19,S018,MTL-DC3,247,0,11,9
2025-06-20,S018,MTL-DC3,247,0,0,0
2025-06-21,S018,MTL-DC3,238,0,9,8
2025-06-22,S018,MTL-DC3,233,0,5,3
2025-06-23,S018,MTL-DC3,224,0,9,7
2025-06-24,S018,MTL-DC3,213,0,11,10
