DeliveryID,RouteID,DriverID,StopSequence,PlannedDateTime,ActualDateTime,Status,LateFlag,DelayReason,DistanceKm,CustomerLat,CustomerLon
L00610,R20250605-04,D001,2,2025-06-05T09:52:00,2025-06-05T10:10:00,Delivered,1,Traffic,2.93,43.598119,-79.329933
L00611,R20250605-04,D001,3,2025-06-05T10:08:00,2025-06-05T10:10:00,Delivered,1,Weather,0.94,43.581489,-79.443643
L00612,R20250605-04,D001,4,2025-06-05T10:10:00,2025-06-05T10:16:00,Delivered,1,Weather,4.21,43.663632,-79.287222
L00613,R20250605-04,D001,5,2025-06-05T10:24:00,2025-06-05T10:33:00,Delivered,1,Parking,3.71,43.637983,-79.450226
L00614,R20250605-04,D001,6,2025-06-05T10:29:00,2025-06-05T10:38:00,Delivered,1,Traffic,0.3,43.650427,-79.386408
L00615,R20250605-04,D001,7,2025-06-05T10:39:00,2025-06-05T11:02:00,Delivered,1,Weather,2.77,43.654498,-79.543425
L00616,R20250605-04,D001,8,2025-06-05T10:42:00,2025-06-05T10:49:00,Delivered,1,Weather,5.86,43.720213,-79.341841
L00617,R20250605-04,D001,9,2025-06-05T10:50:00,2025-06-05T10:50:00,Delivered,0,None,1.71,43.600979,-79.432644
L00618,R20250605-04,D001,10,2025-06-05T10:58:00,2025-06-05T10:54:00,Delivered,0,None,3.92,43.73824,-79.436667
L00619,R20250605-04,D001,11,2025-06-05T11:03:00,2025-06-05T11:31:00,Delivered,1,Weather,4.84,43.691961,-79.357007
L00620,R20250605-04,D001,12,2025-06-05T11:18:00,2025-06-05T11:23:00,Delivered,1,Traffic,2.38,43.597001,-79.348006
L00621,R20250605-04,D001,13,2025-06-05T11:19:00,2025-06-05T11:28:00,Delivered,1,Weather,1.64,43.637954,-79.438426
L00622,R20250605-05,D003,1,2025-06-05T09:32:00,2025-06-05T10:05:00,Delivered,1,BulkOrder,1.24,43.66586,-79.311583
L00623,R20250605-05,D003,2,2025-06-05T09:41:00,2025-06-05T10:11:00,Delivered,1,Parking,2.93,43.676685,-79.450242
L00624,R20250605-05,D003,3,2025-06-05T09:56:00,2025-06-05T10:04:00,Delivered,1,BulkOrder,4.74,43.739341,-79.369524
L00625,R20250605-05,D003,4,2025-06-05T10:00:00,2025-06-05T10:21:00,Delivered,1,BulkOrder,3.51,43.662969,-79.354255
L00626,R20250605-05,D003,5,2025-06-05T10:11:00,2025-06-05T10:10:00,Delivered,0,None,1.76,43.621009,-79.332423
L00627,R20250605-05,D003,6,2025-06-05T10:20:00,2025-06-05T10:25:00,Failed,0,AddressIssue,2.67,43.682563,-79.335604
L00628,R20250605-05,D003,7,2025-06-05T10:25:00,2025-06-05T10:27:00,Delivered,1,BulkOrder,2.25,43.644512,-79.375826
L00629,R20250605-05,D003,8,2025-06-05T10:33:00,2025-06-05T10:34:00,Delivered,1,Parking,1.77,43.645733,-79.396421
L00630,R20250605-05,D003,9,2025-06-05T10:35:00,2025-06-05T10:45:00,Delivered,1,Parking,3.32,43.673155,-79.426528
L00631,R20250605-05,D003,10,2025-06-05T10:48:00,2025-06-05T10:53:00,Delivered,1,Weather,2.8,43.696491,-79.326123
L00632,R20250605-06,D001,1,2025-06-05T09:07:00,2025-06-05T09:10:00,Delivered,1,Traffic,2.37,43.662272,-79.349978
L00633,R20250605-06,D001,2,2025-06-05T09:20:00,2025-06-05T09:21:00,Delivered,1,Traffic,3.1,43.645334,-79.396023
L00634,R20250605-06,D001,3,2025-06-05T09:25:00,2025-06-05T09:35:00,Delivered,1,BulkOrder,0.3,43.629154,-79.414851
L00635,R20250605-06,D001,4,2025-06-05T09:32:00,2025-06-05T09:55:00,Failed,0,Weather,2.83,43.704509,-79.384781
L00636,R20250605-06,D001,5,2025-06-05T09:46:00,2025-06-05T09:49:00,Delivered,1,Weather,4.86,43.767027,-79.378271
L00637,R20250605-06,D001,6,2025-06-05T09:48:00,2025-06-05T09:43:00,Delivered,0,None,0.32,43.680717,-79.317783
L00638,R20250605-06,D001,7,2025-06-05T10:04:00,2025-06-05T10:04:00,Delivered,0,None,3.81,43.614294,-79.235167
L00639,R20250605-06,D001,8,2025-06-05T10:10:00,2025-06-05T10:16:00,Delivered,1,Traffic,6.14,43.654692,-79.338498
L00640,R20250605-06,D001,9,2025-06-05T10:17:00,2025-06-05T10:32:00,Delivered,1,Weather,2.04,43.622762,-79.293045
L00641,R20250605-06,D001,10,2025-06-05T10:21:00,2025-06-05T10:19:00,Delivered,0,None,2.34,43.689832,-79.463199
L00642,R20250605-06,D001,11,2025-06-05T10:29:00,2025-06-05T11:00:00,Delivered,1,Parking,2.95,43.642507,-79.46138
L00643,R20250605-06,D001,12,2025-06-05T10:38:00,2025-06-05T10:46:00,Delivered,1,Traffic,3.37,43.600561,-79.431928
L00644,R20250605-06,D001,13,2025-06-05T10:48:00,2025-06-05T11:16:00,Delivered,1,Parking,3.24,43.825902,-79.36039
L00645,R20250605-06,D001,14,2025-06-05T10:52:00,2025-06-05T10:52:00,Delivered,0,None,3.67,43.752921,-79.392496
L00646,R20250605-06,D001,15,2025-06-05T11:08:00,2025-06-05T11:00:00,Delivered,0,None,4.18,43.611257,-79.438019
L00647,R20250605-07,D001,1,2025-06-05T09:17:00,2025-06-05T09:37:00,Delivered,1,BulkOrder,1.1,43.586803,-79.34054
L00648,R20250605-07,D001,2,2025-06-05T09:20:00,2025-06-05T09:39:00,Delivered,1,BulkOrder,1.45,43.601987,-79.39073
L00649,R20250605-07,D001,3,2025-06-05T09:31:00,2025-06-05T09:44:00,Delivered,1,Traffic,2.16,43.599655,-79.42407
L00650,R20250605-07,D001,4,2025-06-05T09:44:00,2025-06-05T09:58:00,Delivered,1,Weather,2.09,43.713425,-79.376863
L00651,R20250605-07,D001,5,2025-06-05T09:54:00,2025-06-05T10:15:00,Delivered,1,Traffic,4.22,43.63482,-79.441406
L00652,R20250605-07,D001,6,2025-06-05T10:01:00,2025-06-05T10:15:00,Delivered,1,Parking,4.54,43.603034,-79.280998
L00653,R20250605-07,D001,7,2025-06-05T10:05:00,2025-06-05T10:08:00,Delivered,1,Traffic,4.07,43.612745,-79.542333
L00654,R20250605-07,D001,8,2025-06-05T10:14:00,2025-06-05T10:19:00,Delivered,1,BulkOrder,3.04,43.653642,-79.312183
L00655,R20250605-07,D001,9,2025-06-05T10:17:00,2025-06-05T10:22:00,Delivered,1,Traffic,4.5,43.646546,-79.392807
L00656,R20250605-07,D001,10,2025-06-05T10:29:00,2025-06-05T10:44:00,Delivered,1,BulkOrder,6.59,43.633878,-79.253362
L00657,R20250605-07,D001,11,2025-06-05T10:41:00,2025-06-05T11:12:00,Delivered,1,BulkOrder,4.25,43.673062,-79.227189
L00658,R20250605-08,D006,1,2025-06-05T09:40:00,2025-06-05T09:48:00,Delivered,1,Weather,6.03,43.714666,-79.335233
L00659,R20250605-08,D006,2,2025-06-05T09:46:00,2025-06-05T09:49:00,Delivered,1,Traffic,4.65,43.654757,-79.451082
L00660,R20250605-08,D006,3,2025-06-05T09:59:00,2025-06-05T10:22:00,Delivered,1,Weather,3.89,43.678241,-79.433386
L00661,R20250605-08,D006,4,2025-06-05T10:11:00,2025-06-05T10:46:00,Delivered,1,Parking,4.37,43.561374,-79.446443
L00662,R20250605-08,D006,5,2025-06-05T10:15:00,2025-06-05T10:07:00,Delivered,0,None,6.22,43.634727,-79.359855
L00663,R20250605-08,D006,6,2025-06-05T10:27:00,2025-06-05T10:27:00,Delivered,0,None,2.29,43.62932,-79.447147
L00664,R20250605-08,D006,7,2025-06-05T10:26:00,2025-06-05T10:34:00,Delivered,1,Traffic,1.55,43.67293,-79.235671
L00665,R20250605-08,D006,8,2025-06-05T10:35:00,2025-06-05T11:04:00,Delivered,1,BulkOrder,3.07,43.634286,-79.459877
L00666,R20250605-08,D006,9,2025-06-05T10:44:00,2025-06-05T10:41:00,Delivered,0,None,2.67,43.632683,-79.247815
L00667,R20250605-08,D006,10,2025-06-05T10:51:00,2025-06-05T11:04:00,Delivered,1,Weather,2.7,43.574507,-79.452456
L00668,R20250605-08,D006,11,2025-06-05T11:03:00,2025-06-05T11:17:00,Delivered,1,BulkOrder,3.03,43.620225,-79.248994
L00669,R20250605-08,D006,12,2025-06-05T11:11:00,2025-06-05T11:11:00,Delivered,0,None,2.2,43.623464,-79.38238
L00670,R20250605-08,D006,13,2025-06-05T11:18:00,2025-06-05T11:21:00,Delivered,1,Parking,0.3,43.669515,-79.38017
L00671,R20250605-09,D005,1,2025-06-05T09:46:00,2025-06-05T09:59:00,Delivered,1,Parking,4.6,43.626096,-79.459015
L00672,R20250605-09,D005,2,2025-06-05T09:49:00,2025-06-05T10:14:00,Delivered,1,Parking,0.81,43.659023,-79.457858
L00673,R20250605-09,D005,3,2025-06-05T09:55:00,2025-06-05T10:03:00,Delivered,1,BulkOrder,0.31,43.745045,-79.478551
L00674,R20250605-09,D005,4,2025-06-05T10:09:00,2025-06-05T10:25:00,Delivered,1,Traffic,1.96,43.660779,-79.420874
L00675,R20250605-09,D005,5,2025-06-05T10:09:00,2025-06-05T10:09:00,Delivered,0,None,5.52,43.649145,-79.421984
L00676,R20250605-09,D005,6,2025-06-05T10:19:00,2025-06-05T10:33:00,Delivered,1,Parking,4.23,43.679155,-79.399171
L00677,R20250605-09,D005,7,2025-06-05T10:34:00,2025-06-05T10:55:00,Delivered,1,Traffic,1.65,43.615665,-79.315685
L00678,R20250605-09,D005,8,2025-06-05T10:39:00,2025-06-05T10:44:00,Failed,0,AccessBlocked,4.11,43.634715,-79.43091
L00679,R20250605-09,D005,9,2025-06-05T10:41:00,2025-06-05T10:30:00,Delivered,0,None,3.18,43.646339,-79.324308
L00680,R20250605-09,D005,10,2025-06-05T10:50:00,2025-06-05T10:43:00,Delivered,0,None,6.69,43.696983,-79.559415
L00681,R20250605-09,D005,11,2025-06-05T11:03:00,2025-06-05T10:56:00,Delivered,0,None,1.12,43.750438,-79.358197
L00682,R20250605-09,D005,12,2025-06-05T11:10:00,2025-06-05T11:14:00,Delivered,1,Traffic,2.82,43.639033,-79.33432
L00683,R20250605-09,D005,13,2025-06-05T11:14:00,2025-06-05T11:25:00,Delivered,1,Traffic,1.56,43.607042,-79.476152
L00684,R20250605-09,D005,14,2025-06-05T11:23:00,2025-06-05T11:36:00,Delivered,1,Traffic,1.67,43.58987,-79.387079
L00685,R20250605-09,D005,15,2025-06-05T11:33:00,2025-06-05T11:36:00,Delivered,1,Weather,5.79,43.626537,-79.363618
L00686,R20250605-09,D005,16,2025-06-05T11:44:00,2025-06-05T11:45:00,Delivered,1,Traffic,3.26,43.690521,-79.443362
L00687,R20250605-09,D005,17,2025-06-05T11:50:00,2025-06-05T12:12:00,Delivered,1,Parking,4.16,43.721109,-79.290693
L00688,R20250605-09,D005,18,2025-06-05T11:56:00,2025-06-05T12:02:00,Delivered,1,Parking,1.69,43.689577,-79.369548
L00689,R20250605-10,D004,1,2025-06-05T09:36:00,2025-06-05T09:40:00,Delivered,1,Parking,4.45,43.672098,-79.230564
L00690,R20250605-10,D004,2,2025-06-05T09:47:00,2025-06-05T09:47:00,Failed,0,AccessBlocked,1.77,43.669857,-79.55586
L00691,R20250605-10,D004,3,2025-06-05T09:50:00,2025-06-05T09:51:00,Delivered,1,Parking,1.56,43.674412,-79.381654
L00692,R20250605-10,D004,4,2025-06-05T09:58:00,2025-06-05T10:25:00,Delivered,1,BulkOrder,1.08,43.673507,-79.336012
L00693,R20250605-10,D004,5,2025-06-05T10:09:00,2025-06-05T10:25:00,Delivered,1,Traffic,2.46,43.663806,-79.352665
L00694,R20250605-10,D004,6,2025-06-05T10:19:00,2025-06-05T10:52:00,Delivered,1,BulkOrder,4.47,43.652599,-79.408395
L00695,R20250605-10,D004,7,2025-06-05T10:23:00,2025-06-05T10:44:00,Delivered,1,BulkOrder,2.15,43.742481,-79.312254
L00696,R20250605-10,D004,8,2025-06-05T10:31:00,2025-06-05T10:36:00,Delivered,1,BulkOrder,4.86,43.672665,-79.365944
L00697,R20250605-10,D004,9,2025-06-05T10:42:00,2025-06-05T10:48:00,Delivered,1,BulkOrder,3.61,43.621149,-79.247699
L00698,R20250605-10,D004,10,2025-06-05T10:51:00,2025-06-05T11:20:00,Delivered,1,Traffic,1.87,43.616437,-79.460785
L00699,R20250605-10,D004,11,2025-06-05T10:59:00,2025-06-05T11:12:00,Delivered,1,Parking,0.3,43.665221,-79.423217
L00700,R20250605-10,D004,12,2025-06-05T11:05:00,2025-06-05T11:13:00,Delivered,1,Parking,2.24,43.733279,-79.323236
L00701,R20250606-01,D002,1,2025-06-06T09:39:00,2025-06-06T09:54:00,Delivered,1,Parking,5.79,43.615766,-79.375896
L00702,R20250606-01,D002,2,2025-06-06T09:41:00,2025-06-06T10:03:00,Delivered,1,BulkOrder,2.98,43.566259,-79.4677
L00703,R20250606-01,D002,3,2025-06-06T09:53:00,2025-06-06T09:54:00,Delivered,1,Traffic,1.36,43.641391,-79.368103
L00704,R20250606-01,D002,4,2025-06-06T10:00:00,2025-06-06T09:58:00,Delivered,0,None,4.02,43.742912,-79.503112
L00705,R20250606-01,D002,5,2025-06-06T10:07:00,2025-06-06T10:08:00,Delivered,1,Weather,4.04,43.597871,-79.327955
L00706,R20250606-01,D002,6,2025-06-06T10:14:00,2025-06-06T10:17:00,Delivered,1,Traffic,4.52,43.65426,-79.59872
L00707,R20250606-01,D002,7,2025-06-06T10:29:00,2025-06-06T10:43:00,Delivered,1,BulkOrder,5.29,43.619323,-79.438276
L00708,R20250606-01,D002,8,2025-06-06T10:37:00,2025-06-06T10:49:00,Delivered,1,Weather,4.33,43.692775,-79.483759
L00709,R20250606-01,D002,9,2025-06-06T10:42:00,2025-06-06T10:57:00,Delivered,1,Weather,3.09,43.67826,-79.373752
L00710,R20250606-01,D002,10,2025-06-06T10:44:00,2025-06-06T10:47:00,Delivered,1,BulkOrder,1.88,43.675496,-79.391407
L00711,R20250606-02,D001,1,2025-06-06T09:42:00,2025-06-06T09:36:00,Delivered,0,None,4.29,43.705425,-79.354193
L00712,R20250606-02,D001,2,2025-06-06T09:42:00,2025-06-06T09:40:00,Delivered,0,None,4.87,43.635545,-79.319106
L00713,R20250606-02,D001,3,2025-06-06T09:54:00,2025-06-06T10:08:00,Delivered,1,BulkOrder,4.41,43.72828,-79.519731
L00714,R20250606-02,D001,4,2025-06-06T10:06:00,2025-06-06T10:06:00,Delivered,0,None,3.93,43.638565,-79.322631
L00715,R20250606-02,D001,5,2025-06-06T10:09:00,2025-06-06T10:21:00,Delivered,1,BulkOrder,5.62,43.747723,-79.323792
L00716,R20250606-02,D001,6,2025-06-06T10:14:00,2025-06-06T10:25:00,Delivered,1,Traffic,3.84,43.600306,-79.279435
L00717,R20250606-02,D001,7,2025-06-06T10:27:00,2025-06-06T10:48:00,Delivered,1,BulkOrder,7.08,43.632066,-79.436481
L00718,R20250606-02,D001,8,2025-06-06T10:34:00,2025-06-06T10:45:00,Delivered,1,BulkOrder,8.42,43.682744,-79.471679
L00719,R20250606-02,D001,9,2025-06-06T10:48:00,2025-06-06T10:49:00,Delivered,1,Parking,6.81,43.672628,-79.426383
L00720,R20250606-02,D001,10,2025-06-06T10:52:00,2025-06-06T10:50:00,Delivered,0,None,0.33,43.574944,-79.454916
L00721,R20250606-02,D001,11,2025-06-06T11:04:00,2025-06-06T11:07:00,Delivered,1,Traffic,1.62,43.629607,-79.431636
L00722,R20250606-02,D001,12,2025-06-06T11:07:00,2025-06-06T11:23:00,Delivered,1,Traffic,3.47,43.651085,-79.45003
L00723,R20250606-02,D001,13,2025-06-06T11:19:00,2025-06-06T11:27:00,Delivered,1,Parking,1.8,43.702795,-79.349053
L00724,R20250606-03,D004,1,2025-06-06T09:32:00,2025-06-06T09:38:00,Delivered,1,BulkOrder,2.38,43.605953,-79.513021
L00725,R20250606-03,D004,2,2025-06-06T09:38:00,2025-06-06T10:03:00,Delivered,1,Parking,8.04,43.697484,-79.278854
L00726,R20250606-03,D004,3,2025-06-06T09:50:00,2025-06-06T10:03:00,Delivered,1,Parking,3.32,43.630894,-79.338543
L00727,R20250606-03,D004,4,2025-06-06T10:02:00,2025-06-06T10:29:00,Delivered,1,Weather,4.19,43.693146,-79.458365
L00728,R20250606-03,D004,5,2025-06-06T10:06:00,2025-06-06T10:27:00,Delivered,1,Parking,2.38,43.620744,-79.439917
L00729,R20250606-03,D004,6,2025-06-06T10:14:00,2025-06-06T10:09:00,Delivered,0,None,2.43,43.708558,-79.359754
L00730,R20250606-03,D004,7,2025-06-06T10:26:00,2025-06-06T10:29:00,Delivered,1,Parking,4.15,43.68901,-79.390711
L00731,R20250606-03,D004,8,2025-06-06T10:28:00,2025-06-06T10:30:00,Delivered,1,BulkOrder,0.3,43.666618,-79.325174
L00732,R20250606-03,D004,9,2025-06-06T10:40:00,2025-06-06T10:45:00,Delivered,1,Weather,2.05,43.680786,-79.349084
L00733,R20250606-03,D004,10,2025-06-06T10:50:00,2025-06-06T10:58:00,Delivered,1,Traffic,6.45,43.696629,-79.411841
L00734,R20250606-04,D006,1,2025-06-06T09:11:00,2025-06-06T08:57:00,Delivered,0,None,3.41,43.635369,-79.363432
L00735,R20250606-04,D006,2,2025-06-06T09:22:00,2025-06-06T09:27:00,Delivered,1,Parking,2.91,43.645397,-79.406542
L00736,R20250606-04,D006,3,2025-06-06T09:24:00,2025-06-06T09:44:00,Delivered,1,Parking,3.49,43.614143,-79.311214
L00737,R20250606-04,D006,4,2025-06-06T09:36:00,2025-06-06T09:47:00,Delivered,1,Parking,3.31,43.649281,-79.39824
L00738,R20250606-04,D006,5,2025-06-06T09:42:00,2025-06-06T09:45:00,Delivered,1,Parking,1.61,43.565774,-79.313888
L00739,R20250606-04,D006,6,2025-06-06T09:57:00,2025-06-06T10:17:00,Delivered,1,Parking,2.4,43.66161,-79.314849
L00740,R20250606-04,D006,7,2025-06-06T10:02:00,2025-06-06T10:14:00,Delivered,1,Parking,8.64,43.668256,-79.254691
L00741,R20250606-04,D006,8,2025-06-06T10:11:00,2025-06-06T10:30:00,Delivered,1,Traffic,0.8,43.733244,-79.3672
L00742,R20250606-04,D006,9,2025-06-06T10:20:00,2025-06-06T10:07:00,Delivered,0,None,3.07,43.68895,-79.451202
L00743,R20250606-04,D006,10,2025-06-06T10:22:00,2025-06-06T10:17:00,Delivered,0,None,2.87,43.714565,-79.451217
L00744,R20250606-04,D006,11,2025-06-06T10:32:00,2025-06-06T10:35:00,Delivered,1,BulkOrder,1.13,43.653796,-79.224704
L00745,R20250606-04,D006,12,2025-06-06T10:37:00,2025-06-06T10:54:00,Delivered,1,Traffic,3.33,43.710263,-79.453657
L00746,R20250606-04,D006,13,2025-06-06T10:48:00,2025-06-06T10:57:00,Delivered,1,Parking,2.69,43.631896,-79.381179
L00747,R20250606-04,D006,14,2025-06-06T10:59:00,2025-06-06T11:00:00,Delivered,1,Traffic,1.11,43.752049,-79.431571
L00748,R20250606-04,D006,15,2025-06-06T11:02:00,2025-06-06T11:11:00,Delivered,1,BulkOrder,2.8,43.652328,-79.386381
L00749,R20250606-04,D006,16,2025-06-06T11:14:00,2025-06-06T11:02:00,Delivered,0,None,3.23,43.682231,-79.493448
L00750,R20250606-04,D006,17,2025-06-06T11:19:00,2025-06-06T11:17:00,Failed,0,Weather,4.86,43.620679,-79.41941
L00751,R20250606-05,D002,1,2025-06-06T09:38:00,2025-06-06T09:54:00,Delivered,1,Parking,1.54,43.61262,-79.512359
L00752,R20250606-05,D002,2,2025-06-06T09:41:00,2025-06-06T09:49:00,Delivered,1,Traffic,5.66,43.673379,-79.368203
L00753,R20250606-05,D002,3,2025-06-06T09:47:00,2025-06-06T09:50:00,Delivered,1,Weather,5.06,43.698318,-79.332751
L00754,R20250606-05,D002,4,2025-06-06T09:55:00,2025-06-06T10:08:00,Delivered,1,Parking,3.14,43.755056,-79.52416
L00755,R20250606-05,D002,5,2025-06-06T10:07:00,2025-06-06T10:21:00,Delivered,1,BulkOrder,2.55,43.642036,-79.510877
L00756,R20250606-05,D002,6,2025-06-06T10:19:00,2025-06-06T10:24:00,Delivered,1,Traffic,1.93,43.657526,-79.455155
L00757,R20250606-05,D002,7,2025-06-06T10:21:00,2025-06-06T10:35:00,Delivered,1,Weather,3.82,43.58561,-79.479121
L00758,R20250606-05,D002,8,2025-06-06T10:36:00,2025-06-06T10:32:00,Delivered,0,None,4.54,43.67935,-79.471114
L00759,R20250606-05,D002,9,2025-06-06T10:36:00,2025-06-06T10:35:00,Delivered,0,None,3.0,43.675268,-79.411102
L00760,R20250606-05,D002,10,2025-06-06T10:51:00,2025-06-06T10:54:00,Delivered,1,Parking,5.62,43.681169,-79.500579
L00761,R20250606-05,D002,11,2025-06-06T11:01:00,2025-06-06T11:23:00,Delivered,1,BulkOrder,4.61,43.715958,-79.358546
L00762,R20250606-05,D002,12,2025-06-06T11:04:00,2025-06-06T11:09:00,Delivered,1,BulkOrder,3.55,43.662346,-79.214701
L00763,R20250606-05,D002,13,2025-06-06T11:15:00,2025-06-06T11:26:00,Delivered,1,Parking,3.33,43.61443,-79.343163
L00764,R20250606-05,D002,14,2025-06-06T11:15:00,2025-06-06T11:19:00,Delivered,1,Parking,3.68,43.566746,-79.387307
L00765,R20250606-05,D002,15,2025-06-06T11:33:00,2025-06-06T12:05:00,Delivered,1,Traffic,3.84,43.587447,-79.496413
L00766,R20250606-05,D002,16,2025-06-06T11:34:00,2025-06-06T11:42:00,Delivered,1,BulkOrder,6.19,43.70603,-79.32851
L00767,R20250606-05,D002,17,2025-06-06T11:44:00,2025-06-06T12:11:00,Delivered,1,Parking,2.3,43.666039,-79.516885
L00768,R20250606-06,D006,1,2025-06-06T09:13:00,2025-06-06T09:17:00,Delivered,1,Weather,2.14,43.645139,-79.23205
L00769,R20250606-06,D006,2,2025-06-06T09:16:00,2025-06-06T09:31:00,Delivered,1,Weather,5.02,43.709699,-79.449585
L00770,R20250606-06,D006,3,2025-06-06T09:33:00,2025-06-06T09:35:00,Delivered,1,Weather,3.64,43.546949,-79.334489
L00771,R20250606-06,D006,4,2025-06-06T09:36:00,2025-06-06T09:38:00,Delivered,1,Parking,3.96,43.628795,-79.435168
L00772,R20250606-06,D006,5,2025-06-06T09:44:00,2025-06-06T09:44:00,Delivered,0,None,2.9,43.67018,-79.397448
L00773,R20250606-06,D006,6,2025-06-06T09:56:00,2025-06-06T10:08:00,Failed,0,CustomerNotHome,2.38,43.660609,-79.338267
L00774,R20250606-06,D006,7,2025-06-06T10:01:00,2025-06-06T10:09:00,Delivered,1,Parking,3.85,43.567623,-79.231157
L00775,R20250606-06,D006,8,2025-06-06T10:05:00,2025-06-06T10:19:00,Delivered,1,Parking,2.61,43.694563,-79.508029
L00776,R20250606-06,D006,9,2025-06-06T10:16:00,2025-06-06T10:22:00,Delivered,1,BulkOrder,4.27,43.707074,-79.41066
L00777,R20250606-06,D006,10,2025-06-06T10:29:00,2025-06-06T10:31:00,Delivered,1,Parking,2.96,43.618367,-79.348921
L00778,R20250606-06,D006,11,2025-06-06T10:30:00,2025-06-06T10:48:00,Delivered,1,Weather,4.26,43.612436,-79.359037
L00779,R20250606-06,D006,12,2025-06-06T10:45:00,2025-06-06T10:40:00,Delivered,0,None,6.51,43.670779,-79.416739
L00780,R20250606-06,D006,13,2025-06-06T10:52:00,2025-06-06T10:51:00,Delivered,0,None,5.09,43.614362,-79.295717
L00781,R20250606-06,D006,14,2025-06-06T10:53:00,2025-06-06T10:49:00,Delivered,0,None,0.3,43.647162,-79.39681
L00782,R20250606-07,D001,1,2025-06-06T09:10:00,2025-06-06T09:33:00,Delivered,1,Traffic,3.41,43.703895,-79.5009
L00783,R20250606-07,D001,2,2025-06-06T09:21:00,2025-06-06T09:29:00,Failed,0,AddressIssue,3.51,43.611985,-79.353114
L00784,R20250606-07,D001,3,2025-06-06T09:36:00,2025-06-06T09:38:00,Delivered,1,Weather,5.13,43.600735,-79.38344
L00785,R20250606-07,D001,4,2025-06-06T09:41:00,2025-06-06T09:45:00,Delivered,1,BulkOrder,2.18,43.654759,-79.384628
L00786,R20250606-07,D001,5,2025-06-06T09:42:00,2025-06-06T09:52:00,Delivered,1,Parking,3.56,43.600779,-79.319056
L00787,R20250606-07,D001,6,2025-06-06T09:51:00,2025-06-06T09:51:00,Delivered,0,None,4.14,43.547245,-79.311927
L00788,R20250606-07,D001,7,2025-06-06T10:00:00,2025-06-06T10:34:00,Delivered,1,Traffic,6.94,43.639333,-79.284092
L00789,R20250606-07,D001,8,2025-06-06T10:15:00,2025-06-06T10:17:00,Delivered,1,Parking,5.03,43.618923,-79.461924
L00790,R20250606-07,D001,9,2025-06-06T10:18:00,2025-06-06T10:20:00,Delivered,1,Weather,5.85,43.604408,-79.441916
L00791,R20250606-07,D001,10,2025-06-06T10:32:00,2025-06-06T10:26:00,Delivered,0,None,4.36,43.58619,-79.383294
L00792,R20250606-07,D001,11,2025-06-06T10:40:00,2025-06-06T10:50:00,Delivered,1,Weather,7.66,43.605847,-79.464967
L00793,R20250606-07,D001,12,2025-06-06T10:42:00,2025-06-06T10:53:00,Delivered,1,BulkOrder,3.57,43.612373,-79.311998
L00794,R20250606-07,D001,13,2025-06-06T10:47:00,2025-06-06T10:47:00,Delivered,0,None,3.16,43.641452,-79.382354
L00795,R20250606-07,D001,14,2025-06-06T11:04:00,2025-06-06T11:15:00,Delivered,1,Traffic,4.95,43.643207,-79.439824
L00796,R20250606-07,D001,15,2025-06-06T11:03:00,2025-06-06T11:06:00,Delivered,1,BulkOrder,3.35,43.627677,-79.264661
L00797,R20250606-08,D004,1,2025-06-06T09:38:00,2025-06-06T09:51:00,Delivered,1,Traffic,3.52,43.653853,-79.492569
L00798,R20250606-08,D004,2,2025-06-06T09:53:00,2025-06-06T09:52:00,Delivered,0,None,4.33,43.624134,-79.34569
L00799,R20250606-08,D004,3,2025-06-06T09:57:00,2025-06-06T09:57:00,Delivered,0,None,5.44,43.56911,-79.374185
L00800,R20250606-08,D004,4,2025-06-06T10:05:00,2025-06-06T10:26:00,Delivered,1,BulkOrder,1.15,43.734562,-79.389867
L00801,R20250606-08,D004,5,2025-06-06T10:19:00,2025-06-06T10:54:00,Delivered,1,Parking,2.33,43.677947,-79.43313
L00802,R20250606-08,D004,6,2025-06-06T10:18:00,2025-06-06T10:08:00,Delivered,0,None,6.41,43.662039,-79.455614
L00803,R20250606-08,D004,7,2025-06-06T10:29:00,2025-06-06T10:37:00,Delivered,1,Parking,5.33,43.764789,-79.325088
L00804,R20250606-08,D004,8,2025-06-06T10:43:00,2025-06-06T11:08:00,Failed,0,AccessBlocked,3.16,43.758981,-79.271718
L00805,R20250606-08,D004,9,2025-06-06T10:43:00,2025-06-06T11:00:00,Delivered,1,Parking,3.36,43.650184,-79.143501
L00806,R20250606-08,D004,10,2025-06-06T10:59:00,2025-06-06T11:02:00,Delivered,1,BulkOrder,4.85,43.658709,-79.466785
L00807,R20250606-08,D004,11,2025-06-06T10:59:00,2025-06-06T11:11:00,Delivered,1,Traffic,4.53,43.72383,-79.308243
L00808,R20250606-08,D004,12,2025-06-06T11:13:00,2025-06-06T11:23:00,Delivered,1,Weather,3.95,43.629283,-79.458059
L00809,R20250606-08,D004,13,2025-06-06T11:14:00,2025-06-06T11:09:00,Delivered,0,None,0.85,43.603174,-79.414712
L00810,R20250606-08,D004,14,2025-06-06T11:24:00,2025-06-06T11:18:00,Delivered,0,None,2.51,43.631349,-79.340206
L00811,R20250606-08,D004,15,2025-06-06T11:37:00,2025-06-06T12:00:00,Delivered,1,Traffic,5.09,43.683278,-79.309148
L00812,R20250606-08,D004,16,2025-06-06T11:44:00,2025-06-06T12:19:00,Delivered,1,BulkOrder,4.2,43.655646,-79.405225
